year,geo,disagg,value
2018,WLD,Total,23
2020,WLD,Total,24
2022,WLD,Total,26
2025,WLD,Total,32
2018,WLD,Community wellbeing,14
2018,WLD,Working conditions,30
2018,WLD,Environmental responsibility,25
2020,WLD,Community wellbeing,16
2020,WLD,Working conditions,30
2020,WLD,Environmental responsibility,26
2022,WLD,Community wellbeing,18
2022,WLD,Working conditions,30
2022,WLD,Environmental responsibility,29
2025,WLD,Community wellbeing,24
2025,WLD,Working conditions,37
2025,WLD,Environmental responsibility,34