year,geo,disagg,value
1998,USA,Total,74
1999,USA,Total,71.446226
2000,USA,Total,61.047579
2001,USA,Total,61.738432
2002,USA,Total,66.99862
2003,USA,Total,64.865883
2004,USA,Total,61.048029
2005,USA,Total,78.751749
2006,USA,Total,89.857286
2007,USA,Total,105.39864
2008,USA,Total,172.816477
2009,USA,Total,207.594609
2010,USA,Total,187.163338
2011,USA,Total,189.293313
2012,USA,Total,177.476594
2013,USA,Total,173.971925
2014,USA,Total,169.896233
2015,USA,Total,158.587865
2016,USA,Total,143.194991
2017,USA,Total,150.640609
2018,USA,Total,151.519249
2019,USA,Total,150.798859
2020,USA,Total,136.688876
2021,USA,Total,143.354468
2022,USA,Total,149.868935
2023,USA,Total,153.195871
1998,USA,Natural gas ,9.236558
1999,USA,Natural gas ,9.222026
2000,USA,Natural gas ,7.823696
2001,USA,Natural gas ,6.684368
2002,USA,Natural gas ,6.797224
2003,USA,Natural gas ,6.718369
2004,USA,Natural gas ,6.474002
2005,USA,Natural gas ,5.984687
2006,USA,Natural gas ,7.205392
2007,USA,Natural gas ,9.150458
2008,USA,Natural gas ,12.842976
2009,USA,Natural gas ,16.357621
2010,USA,Natural gas ,19.608176
2011,USA,Natural gas ,18.204329
2012,USA,Natural gas ,17.306863
2013,USA,Natural gas ,15.194539
2014,USA,Natural gas ,15.973898
2015,USA,Natural gas ,16.976991
2016,USA,Natural gas ,16.894214
2017,USA,Natural gas ,17.220204
2018,USA,Natural gas ,17.78605
2019,USA,Natural gas ,16.605
2020,USA,Natural gas ,18.3295
2021,USA,Natural gas ,19.476072
2022,USA,Natural gas ,20.871571
2023,USA,Natural gas ,20.836535
1998,USA,Coal mining,2.14
1999,USA,Coal mining,2.015
2000,USA,Coal mining,2.47
2001,USA,Coal mining,3.040493
2002,USA,Coal mining,2.255
2003,USA,Coal mining,2.584
2004,USA,Coal mining,2.8129
2005,USA,Coal mining,6.257793
2006,USA,Coal mining,6.777791
2007,USA,Coal mining,9.2237
2008,USA,Coal mining,24.267214
2009,USA,Coal mining,14.728668
2010,USA,Coal mining,19.119619
2011,USA,Coal mining,19.760807
2012,USA,Coal mining,17.904448
2013,USA,Coal mining,11.764855
2014,USA,Coal mining,9.667063
2015,USA,Coal mining,7.04387
2016,USA,Coal mining,4.46712
2017,USA,Coal mining,6.2065
2018,USA,Coal mining,6.892
2019,USA,Coal mining,7.2935
2020,USA,Coal mining,5.18
2021,USA,Coal mining,3.151
2022,USA,Coal mining,3.146
2023,USA,Coal mining,3.6675
2010,EUU,Total,8.05
2011,EUU,Total,18
2012,EUU,Total,19
2013,EUU,Total,21
2014,EUU,Total,27
2015,EUU,Total,26
2016,EUU,Total,30
2017,EUU,Total,29
2018,EUU,Total,27
1998,USA,Oil and gas,62.25629
1999,USA,Oil and gas,60.2092
2000,USA,Oil and gas,50.753883
2001,USA,Oil and gas,52.013571
2002,USA,Oil and gas,57.946396
2003,USA,Oil and gas,55.563514
2004,USA,Oil and gas,51.761127
2005,USA,Oil and gas,66.509269
2006,USA,Oil and gas,75.874103
2007,USA,Oil and gas,87.024482
2008,USA,Oil and gas,135.706287
2009,USA,Oil and gas,176.50832
2010,USA,Oil and gas,148.435543
2011,USA,Oil and gas,151.328177
2012,USA,Oil and gas,142.265283
2013,USA,Oil and gas,147.012531
2014,USA,Oil and gas,144.255272
2015,USA,Oil and gas,134.567004
2016,USA,Oil and gas,121.833657
2017,USA,Oil and gas,127.213905
2018,USA,Oil and gas,126.841199
2019,USA,Oil and gas,126.900359
2020,USA,Oil and gas,113.179376
2021,USA,Oil and gas,120.727396
2022,USA,Oil and gas,125.851364
2023,USA,Oil and gas,128.691836