geo,year,disagg,value
MDV,2017,Female,15
MDV,2017,Male,25
MLI,2011,Total,4
MLI,2011,Female,2
MLI,2011,Male,6
MLI,2014,Total,3
MLI,2014,Female,2
MLI,2014,Male,4
MLI,2017,Total,8
MLI,2017,Female,5
MLI,2017,Male,11
MLI,2021,Total,11
MLI,2021,Female,12
MLI,2021,Male,10
MLI,2021,Rural,12
MLI,2021,Urban,9
MLT,2011,Total,10
MLT,2011,Female,7
MLT,2011,Male,13
MLT,2014,Total,37
MLT,2014,Female,32
MLT,2014,Male,42
MLT,2017,Total,43
MLT,2017,Female,41
MLT,2017,Male,46
MLT,2021,Total,39
MLT,2021,Female,33
MLT,2021,Male,45
MRT,2011,Total,8
MRT,2011,Female,7
MRT,2011,Male,8
MRT,2014,Total,9
MRT,2014,Female,8
MRT,2014,Male,10
MRT,2017,Total,9
MRT,2017,Female,7
MRT,2017,Male,11
MRT,2022,Total,11
MRT,2022,Female,7
MRT,2022,Male,15
MUS,2011,Total,14
MUS,2011,Female,9
MUS,2011,Male,20
MUS,2014,Total,25
MUS,2014,Female,18
MUS,2014,Male,33
MUS,2017,Total,23
MUS,2017,Female,15
MUS,2017,Male,32
MUS,2021,Total,20
MUS,2021,Female,16
MUS,2021,Male,25
MEX,2011,Total,8
MEX,2011,Female,7
MEX,2011,Male,8
MEX,2014,Total,18
MEX,2014,Female,15
MEX,2014,Male,22
MEX,2017,Total,12
MEX,2017,Female,10
MEX,2017,Male,14
MEX,2022,Total,16
MEX,2022,Female,14
MEX,2022,Male,17
MDA,2011,Total,6
MDA,2011,Female,7
MDA,2011,Male,6
MDA,2014,Total,10
MDA,2014,Female,10
MDA,2014,Male,10
MDA,2017,Total,20
MDA,2017,Female,18
MDA,2017,Male,23
MDA,2021,Total,13
MDA,2021,Female,13
MDA,2021,Male,13
MDA,2021,Rural,11
MDA,2021,Urban,15
MNG,2011,Total,25
MNG,2011,Female,24
MNG,2011,Male,25
MNG,2014,Total,36
MNG,2014,Female,34
MNG,2014,Male,38
MNG,2017,Total,30
MNG,2017,Female,30
MNG,2017,Male,31
MNG,2021,Total,34
MNG,2021,Female,34
MNG,2021,Male,35
MNG,2021,Rural,40
MNG,2021,Urban,31
MNE,2011,Total,22
MNE,2011,Female,20
MNE,2011,Male,24
MNE,2014,Total,30
MNE,2014,Female,27
MNE,2014,Male,32
MNE,2017,Total,24
MNE,2017,Female,22
MNE,2017,Male,26
MAR,2017,Total,3
MAR,2017,Female,2
MAR,2017,Male,4
MAR,2021,Total,5
MAR,2021,Female,4
MAR,2021,Male,6
MOZ,2017,Total,11
MOZ,2017,Female,10
MOZ,2017,Male,12
MOZ,2021,Total,10
MOZ,2021,Female,7
MOZ,2021,Male,14
MOZ,2021,Rural,10
MOZ,2021,Urban,11
MMR,2014,Total,16
MMR,2014,Female,12
MMR,2014,Male,20
MMR,2017,Total,19
MMR,2017,Female,19
MMR,2017,Male,19
MMR,2021,Total,7
MMR,2021,Female,7
MMR,2021,Male,7
NAM,2014,Total,12
NAM,2014,Female,10
NAM,2014,Male,14
NAM,2017,Total,17
NAM,2017,Female,15
NAM,2017,Male,19
NAM,2021,Total,21
NAM,2021,Female,17
NAM,2021,Male,25
NAM,2021,Rural,16
NAM,2021,Urban,30
NPL,2011,Total,11
NPL,2011,Female,10
NPL,2011,Male,12
NPL,2014,Total,12
NPL,2014,Female,10
NPL,2014,Male,15
NPL,2017,Total,14
NPL,2017,Female,14
NPL,2017,Male,13
NPL,2021,Total,14
NPL,2021,Female,13
NPL,2021,Male,16
NPL,2021,Rural,15
NPL,2021,Urban,13
NLD,2011,Total,13
NLD,2011,Female,9
NLD,2011,Male,17
NLD,2014,Total,35
NLD,2014,Female,25
NLD,2014,Male,45
NLD,2017,Total,37
NLD,2017,Female,30
NLD,2017,Male,45
NLD,2021,Total,34
NLD,2021,Female,29
NLD,2021,Male,40
NZL,2011,Total,27
NZL,2011,Female,25
NZL,2011,Male,28
NZL,2014,Total,69
NZL,2014,Female,74
NZL,2014,Male,63
NZL,2017,Total,66
NZL,2017,Female,69
NZL,2017,Male,64
NZL,2021,Total,60
NZL,2021,Female,61
NZL,2021,Male,60
NIC,2011,Total,8
NIC,2011,Female,7
NIC,2011,Male,9
NIC,2014,Total,16
NIC,2014,Female,17
NIC,2014,Male,14
NIC,2017,Total,13
NIC,2017,Female,13
NIC,2017,Male,14
NIC,2021,Total,12
NIC,2021,Female,13
NIC,2021,Male,11
NIC,2021,Rural,10
NIC,2021,Urban,14
NER,2011,Total,1
NER,2011,Female,2
NER,2011,Male,1
NER,2014,Total,2
NER,2014,Female,2
NER,2014,Male,3
NER,2017,Total,4
NER,2017,Female,4
NER,2017,Male,4
NER,2022,Total,3
NER,2022,Female,4
NER,2022,Male,2
NGA,2011,Total,2
NGA,2011,Female,2
NGA,2011,Male,2
NGA,2014,Total,7
NGA,2014,Female,5
NGA,2014,Male,9
NGA,2017,Total,5
NGA,2017,Female,5
NGA,2017,Male,6
NGA,2021,Total,6
NGA,2021,Female,6
NGA,2021,Male,7
NGA,2021,Rural,6
NGA,2021,Urban,7
MKD,2011,Total,11
MKD,2011,Female,10
MKD,2011,Male,11
MKD,2014,Total,25
MKD,2014,Female,21
MKD,2014,Male,29
MKD,2017,Total,20
MKD,2017,Female,19
MKD,2017,Male,22
MKD,2021,Total,22
MKD,2021,Female,20
MKD,2021,Male,24
NOR,2014,Total,63
NOR,2014,Female,60
NOR,2014,Male,65
NOR,2017,Total,69
NOR,2017,Female,68
NOR,2017,Male,71
NOR,2021,Total,67
NOR,2021,Female,67
NOR,2021,Male,67
OMN,2011,Total,9
OMN,2011,Female,6
OMN,2011,Male,12
PAK,2011,Total,2
PAK,2011,Female,2
PAK,2011,Male,1
PAK,2014,Total,2
PAK,2014,Male,3
PAK,2017,Total,3
PAK,2017,Female,2
PAK,2017,Male,4
PAK,2021,Total,4
PAK,2021,Female,3
PAK,2021,Male,4
PAK,2021,Rural,4
PAK,2021,Urban,3
PAN,2011,Total,10
PAN,2011,Female,8
PAN,2011,Male,11
PAN,2014,Total,17
PAN,2014,Female,17
PAN,2014,Male,18
PAN,2017,Total,13
PAN,2017,Female,11
PAN,2017,Male,15
PAN,2021,Total,10
PAN,2021,Female,7
PAN,2021,Male,14
PAN,2021,Rural,8
PAN,2021,Urban,11
PRY,2011,Total,13
PRY,2011,Female,13
PRY,2011,Male,13
PRY,2017,Total,15
PRY,2017,Female,13
PRY,2017,Male,18
PRY,2021,Total,12
PRY,2021,Female,13
PRY,2021,Male,11
PRY,2021,Rural,9
PRY,2021,Urban,15
PER,2011,Total,13
PER,2011,Female,12
PER,2011,Male,13
PER,2014,Total,18
PER,2014,Female,16
PER,2014,Male,20
PER,2017,Total,19
PER,2017,Female,16
PER,2017,Male,22
PER,2021,Total,22
PER,2021,Female,21
PER,2021,Male,23
PER,2021,Rural,20
PER,2021,Urban,23
PHL,2011,Total,11
PHL,2011,Female,13
PHL,2011,Male,8
PHL,2014,Total,13
PHL,2014,Female,15
PHL,2014,Male,11
PHL,2017,Total,11
PHL,2017,Female,11
PHL,2017,Male,10
PHL,2021,Total,17
PHL,2021,Female,15
PHL,2021,Male,21
POL,2011,Total,10
POL,2011,Female,8
POL,2011,Male,12
POL,2014,Total,27
POL,2014,Female,22
POL,2014,Male,32
POL,2017,Total,31
POL,2017,Female,27
POL,2017,Male,35
POL,2021,Total,32
POL,2021,Female,26
POL,2021,Male,39
PRT,2011,Total,8
PRT,2011,Female,6
PRT,2011,Male,10
PRT,2014,Total,26
PRT,2014,Female,24
PRT,2014,Male,28
PRT,2017,Total,29
PRT,2017,Female,25
PRT,2017,Male,33
PRT,2021,Total,30
PRT,2021,Female,23
PRT,2021,Male,39
PRI,2014,Total,27
PRI,2014,Female,24
PRI,2014,Male,31
QAT,2011,Total,13
QAT,2011,Female,10
QAT,2011,Male,14
ROU,2011,Total,8
ROU,2011,Female,7
ROU,2011,Male,10
ROU,2014,Total,19
ROU,2014,Female,18
ROU,2014,Male,20
ROU,2017,Total,20
ROU,2017,Female,18
ROU,2017,Male,22
ROU,2021,Total,19
ROU,2021,Female,15
ROU,2021,Male,23
RUS,2011,Total,8
RUS,2011,Female,7
RUS,2011,Male,8
RUS,2014,Total,22
RUS,2014,Female,23
RUS,2014,Male,21
RUS,2017,Total,23
RUS,2017,Female,22
RUS,2017,Male,24
RUS,2021,Total,30
RUS,2021,Female,29
RUS,2021,Male,30
RWA,2011,Total,8
RWA,2011,Female,8
RWA,2011,Male,9
RWA,2014,Total,8
RWA,2014,Female,6
RWA,2014,Male,11
RWA,2017,Total,8
RWA,2017,Female,6
RWA,2017,Male,10
SAU,2011,Total,2
SAU,2011,Female,1
SAU,2011,Male,3
SAU,2014,Total,17
SAU,2014,Female,8
SAU,2014,Male,24
SAU,2017,Total,21
SAU,2017,Female,10
SAU,2017,Male,28
SAU,2021,Total,32
SAU,2021,Female,29
SAU,2021,Male,35
SEN,2011,Total,4
SEN,2011,Female,2
SEN,2011,Male,5
SEN,2014,Total,4
SEN,2014,Female,3
SEN,2014,Male,5
SEN,2017,Total,8
SEN,2017,Female,8
SEN,2017,Male,8
SEN,2021,Total,10
SEN,2021,Female,11
SEN,2021,Male,9
SEN,2021,Rural,7
SEN,2021,Urban,12
SRB,2011,Total,12
SRB,2011,Female,14
SRB,2011,Male,10
SRB,2014,Total,20
SRB,2014,Female,19
SRB,2014,Male,21
SRB,2017,Total,20
SRB,2017,Female,20
SRB,2017,Male,20
SRB,2021,Total,21
SRB,2021,Female,21
SRB,2021,Male,20
SLE,2011,Total,6
SLE,2011,Female,6
SLE,2011,Male,6
SLE,2014,Total,4
SLE,2014,Female,3
SLE,2014,Male,5
SLE,2017,Total,5
SLE,2017,Female,6
SLE,2017,Male,4
SLE,2021,Total,4
SLE,2021,Female,5
SLE,2021,Male,4
SLE,2021,Rural,5
SLE,2021,Urban,4
SGP,2011,Total,10
SGP,2011,Female,6
SGP,2011,Male,14
SGP,2014,Total,38
SGP,2014,Female,38
SGP,2014,Male,37
SGP,2017,Total,47
SGP,2017,Female,48
SGP,2017,Male,46
SGP,2021,Total,43
SGP,2021,Female,41
SGP,2021,Male,45
SGP,2021,Urban,43
SVK,2011,Total,11
SVK,2011,Female,10
SVK,2011,Male,13
SVK,2014,Total,26
SVK,2014,Female,28
SVK,2014,Male,24
SVK,2017,Total,30
SVK,2017,Female,27
SVK,2017,Male,32
SVK,2021,Total,34
SVK,2021,Female,30
SVK,2021,Male,39
SVN,2011,Total,13
SVN,2011,Female,12
SVN,2011,Male,14
SVN,2014,Total,35
SVN,2014,Female,34
SVN,2014,Male,36
SVN,2017,Total,40
SVN,2017,Female,36
SVN,2017,Male,44
SVN,2021,Total,42
SVN,2021,Female,37
SVN,2021,Male,48
SOM,2014,Total,2
SOM,2014,Female,1
SOM,2014,Male,3
ZAF,2011,Total,9
ZAF,2011,Female,6
ZAF,2011,Male,11
ZAF,2014,Total,19
ZAF,2014,Female,19
ZAF,2014,Male,19
ZAF,2017,Total,14
ZAF,2017,Female,12
ZAF,2017,Male,15
ZAF,2021,Total,18
ZAF,2021,Female,19
ZAF,2021,Male,17
ZAF,2021,Rural,18
ZAF,2021,Urban,18
SSD,2017,Total,3
SSD,2017,Female,2
SSD,2017,Male,5
SSD,2021,Total,2
SSD,2021,Female,3
SSD,2021,Male,2
SSD,2021,Rural,1
SSD,2021,Urban,11
ESP,2011,Total,11
ESP,2011,Female,10
ESP,2011,Male,14
ESP,2014,Total,51
ESP,2014,Female,45
ESP,2014,Male,56
ESP,2017,Total,50
ESP,2017,Female,44
ESP,2017,Male,57
ESP,2021,Total,52
ESP,2021,Female,49
ESP,2021,Male,55
LKA,2011,Total,18
LKA,2011,Female,19
LKA,2011,Male,16
LKA,2014,Total,20
LKA,2014,Female,19
LKA,2014,Male,21
LKA,2017,Total,17
LKA,2017,Female,17
LKA,2017,Male,18
LKA,2021,Total,21
LKA,2021,Female,21
LKA,2021,Male,21
SDN,2011,Total,2
SDN,2011,Female,2
SDN,2011,Male,2
SDN,2014,Total,4
SDN,2014,Female,3
SDN,2014,Male,5
SWE,2011,Total,23
SWE,2011,Female,22
SWE,2011,Male,24
SWE,2014,Total,50
SWE,2014,Female,45
SWE,2014,Male,54
SWE,2017,Total,44
SWE,2017,Female,38
SWE,2017,Male,49
SWE,2021,Total,49
SWE,2021,Female,45
SWE,2021,Male,52
CHE,2014,Total,52
CHE,2014,Female,48
CHE,2014,Male,56
CHE,2017,Total,62
CHE,2017,Female,56
CHE,2017,Male,69
CHE,2021,Total,61
CHE,2021,Female,58
CHE,2021,Male,65
SYR,2011,Total,13
SYR,2011,Female,11
SYR,2011,Male,15
TWN,2011,Total,10
TWN,2011,Female,9
TWN,2011,Male,10
TWN,2014,Total,55
TWN,2014,Female,55
TWN,2014,Male,56
TWN,2017,Total,52
TWN,2017,Female,57
TWN,2017,Male,47
TWN,2021,Total,62
TWN,2021,Female,62
TWN,2021,Male,62
TJK,2011,Total,5
TJK,2011,Female,3
TJK,2011,Male,6
TJK,2014,Total,4
TJK,2014,Female,3
TJK,2014,Male,5
TJK,2017,Total,15
TJK,2017,Female,14
TJK,2017,Male,17
TJK,2021,Total,12
TJK,2021,Female,12
TJK,2021,Male,13
TJK,2021,Rural,10
TJK,2021,Urban,13
TZA,2011,Total,7
TZA,2011,Female,7
TZA,2011,Male,6
TZA,2014,Total,7
TZA,2014,Female,7
TZA,2014,Male,7
TZA,2017,Total,5
TZA,2017,Female,5
TZA,2017,Male,6
TZA,2021,Total,4
TZA,2021,Female,3
TZA,2021,Male,6
TZA,2021,Rural,4
TZA,2021,Urban,6
THA,2011,Total,19
THA,2011,Female,18
THA,2011,Male,21
THA,2014,Total,18
THA,2014,Female,16
THA,2014,Male,20
THA,2017,Total,20
THA,2017,Female,22
THA,2017,Male,19
THA,2021,Total,28
THA,2021,Female,23
THA,2021,Male,34
TGO,2011,Total,4
TGO,2011,Female,4
TGO,2011,Male,3
TGO,2014,Total,4
TGO,2014,Female,5
TGO,2014,Male,3
TGO,2017,Total,9
TGO,2017,Female,9
TGO,2017,Male,9
TGO,2021,Total,7
TGO,2021,Female,7
TGO,2021,Male,8
TGO,2021,Rural,6
TGO,2021,Urban,10
TTO,2011,Total,8
TTO,2011,Female,7
TTO,2011,Male,10
TTO,2017,Total,27
TTO,2017,Female,20
TTO,2017,Male,35
TUN,2014,Total,12
TUN,2014,Female,9
TUN,2014,Male,15
TUN,2017,Total,12
TUN,2017,Female,7
TUN,2017,Male,16
TUN,2021,Total,10
TUN,2021,Female,9
TUN,2021,Male,11
TUN,2021,Rural,7
TUN,2021,Urban,11
TUR,2011,Total,5
TUR,2011,Female,2
TUR,2011,Male,7
TUR,2014,Total,36
TUR,2014,Female,25
TUR,2014,Male,47
TUR,2017,Total,43
TUR,2017,Female,34
TUR,2017,Male,52
TUR,2021,Total,38
TUR,2021,Female,24
TUR,2021,Male,51
TKM,2011,Total,1
TKM,2011,Female,1
TKM,2011,Male,1
TKM,2017,Total,7
TKM,2017,Female,7
TKM,2017,Male,7
UGA,2011,Total,9
UGA,2011,Female,9
UGA,2011,Male,9
UGA,2014,Total,16
UGA,2014,Female,14
UGA,2014,Male,18
UGA,2017,Total,15
UGA,2017,Female,14
UGA,2017,Male,16
UGA,2021,Total,19
UGA,2021,Female,18
UGA,2021,Male,19
UGA,2021,Rural,20
UGA,2021,Urban,17
UKR,2011,Total,8
UKR,2011,Female,8
UKR,2011,Male,8
UKR,2014,Total,22
UKR,2014,Female,20
UKR,2014,Male,24
UKR,2017,Total,22
UKR,2017,Female,22
UKR,2017,Male,21
UKR,2021,Total,34
UKR,2021,Female,32
UKR,2021,Male,36
ARE,2011,Total,11
ARE,2011,Female,8
ARE,2011,Male,13
ARE,2014,Total,39
ARE,2014,Female,26
ARE,2014,Male,45
ARE,2017,Total,46
ARE,2017,Female,37
ARE,2017,Male,50
ARE,2021,Total,22
ARE,2021,Female,19
ARE,2021,Male,24
GBR,2011,Total,12
GBR,2011,Female,11
GBR,2011,Male,13
GBR,2014,Total,62
GBR,2014,Female,56
GBR,2014,Male,69
GBR,2017,Total,65
GBR,2017,Female,64
GBR,2017,Male,65
GBR,2021,Total,55
GBR,2021,Female,57
GBR,2021,Male,53
USA,2011,Total,20
USA,2011,Female,18
USA,2011,Male,22
USA,2014,Total,65
USA,2014,Female,67
USA,2014,Male,62
USA,2017,Total,68
USA,2017,Female,67
USA,2017,Male,70
USA,2021,Total,66
USA,2021,Female,67
USA,2021,Male,66
URY,2011,Total,15
URY,2011,Female,14
URY,2011,Male,16
URY,2014,Total,44
URY,2014,Female,44
URY,2014,Male,46
URY,2017,Total,43
URY,2017,Female,45
URY,2017,Male,42
URY,2021,Total,42
URY,2021,Female,42
URY,2021,Male,42
URY,2021,Rural,31
URY,2021,Urban,44
UZB,2011,Total,1
UZB,2011,Female,1
UZB,2011,Male,2
UZB,2014,Total,2
UZB,2014,Female,2
UZB,2014,Male,3
UZB,2017,Total,2
UZB,2017,Female,1
UZB,2017,Male,3
UZB,2021,Total,7
UZB,2021,Female,5
UZB,2021,Male,11
UZB,2021,Rural,5
UZB,2021,Urban,8
VEN,2011,Total,2
VEN,2011,Female,1
VEN,2011,Male,2
VEN,2014,Total,20
VEN,2014,Female,17
VEN,2014,Male,23
VEN,2017,Total,28
VEN,2017,Female,22
VEN,2017,Male,34
VEN,2021,Total,9
VEN,2021,Female,6
VEN,2021,Male,12
VNM,2011,Total,16
VNM,2011,Female,15
VNM,2011,Male,17
VNM,2014,Total,20
VNM,2014,Female,22
VNM,2014,Male,16
VNM,2017,Total,22
VNM,2017,Female,19
VNM,2017,Male,24
VNM,2022,Total,10
VNM,2022,Female,9
VNM,2022,Male,11
PSE,2011,Total,4
PSE,2011,Female,2
PSE,2011,Male,6
PSE,2014,Total,5
PSE,2014,Female,3
PSE,2014,Male,6
PSE,2017,Total,7
PSE,2017,Female,4
PSE,2017,Male,11
PSE,2021,Total,5
PSE,2021,Female,4
PSE,2021,Male,6
PSE,2021,Rural,5
PSE,2021,Urban,5
YEM,2011,Total,1
YEM,2011,Female,1
YEM,2011,Male,1
YEM,2014,Total,1
YEM,2014,Male,1
YEM,2022,Total,2
YEM,2022,Male,3
ZMB,2011,Total,6
ZMB,2011,Female,8
ZMB,2011,Male,4
ZMB,2014,Total,6
ZMB,2014,Female,5
ZMB,2014,Male,6
ZMB,2017,Total,10
ZMB,2017,Female,6
ZMB,2017,Male,15
ZMB,2021,Total,7
ZMB,2021,Female,6
ZMB,2021,Male,8
ZMB,2021,Rural,5
ZMB,2021,Urban,9
ZWE,2011,Total,5
ZWE,2011,Female,4
ZWE,2011,Male,6
ZWE,2014,Total,4
ZWE,2014,Female,4
ZWE,2014,Male,4
ZWE,2017,Total,5
ZWE,2017,Female,4
ZWE,2017,Male,6
ZWE,2021,Total,3
ZWE,2021,Female,2
ZWE,2021,Male,4
ZWE,2021,Rural,2
ZWE,2021,Urban,5
EAS,2011,Total,9
EAS,2011,Female,8
EAS,2011,Male,10
EAS,2014,Total,23
EAS,2014,Female,23
EAS,2014,Male,24
EAS,2017,Total,25
EAS,2017,Female,23
EAS,2017,Male,26
EAS,2021,Total,36
EAS,2021,Female,36
EAS,2021,Male,37
ECS,2011,Total,10
ECS,2011,Female,9
ECS,2011,Male,11
ECS,2014,Total,34
ECS,2014,Female,30
ECS,2014,Male,39
ECS,2017,Total,37
ECS,2017,Female,33
ECS,2017,Male,41
ECS,2021,Total,39
ECS,2021,Female,37
ECS,2021,Male,42
LCN,2011,Total,8
LCN,2011,Female,7
LCN,2011,Male,8
LCN,2014,Total,25
LCN,2014,Female,22
LCN,2014,Male,29
LCN,2017,Total,21
LCN,2017,Female,19
LCN,2017,Male,24
LCN,2021,Total,30
LCN,2021,Female,24
LCN,2021,Male,35
MEA,2011,Total,11
MEA,2011,Female,10
MEA,2011,Male,13
MEA,2017,Total,13
MEA,2017,Female,10
MEA,2017,Male,15
MEA,2021,Total,15
MEA,2021,Female,13
MEA,2021,Male,17
NAC,2011,Total,20
NAC,2011,Female,18
NAC,2011,Male,22
NAC,2014,Total,66
NAC,2014,Female,68
NAC,2014,Male,64
NAC,2017,Total,70
NAC,2017,Female,69
NAC,2017,Male,71
NAC,2021,Total,68
NAC,2021,Female,68
NAC,2021,Male,67
SSF,2011,Total,5
SSF,2011,Female,4
SSF,2011,Male,5
SSF,2014,Total,7
SSF,2014,Female,7
SSF,2014,Male,8
SSF,2017,Total,8
SSF,2017,Female,7
SSF,2017,Male,10
SSF,2021,Total,10
SSF,2021,Female,9
SSF,2021,Male,11
OED,2011,Total,14
OED,2011,Female,12
OED,2011,Male,16
OED,2014,Total,53
OED,2014,Female,52
OED,2014,Male,54
OED,2017,Total,56
OED,2017,Female,54
OED,2017,Male,59
OED,2021,Total,57
OED,2021,Female,56
OED,2021,Male,58
ARB,2011,Total,5
ARB,2011,Female,3
ARB,2011,Male,6
ARB,2014,Total,9
ARB,2014,Female,6
ARB,2014,Male,13
ARB,2017,Total,8
ARB,2017,Female,5
ARB,2017,Male,11
ARB,2021,Total,10
ARB,2021,Female,7
ARB,2021,Male,12
EMU,2011,Total,12
EMU,2011,Female,10
EMU,2011,Male,14
EMU,2014,Total,42
EMU,2014,Female,36
EMU,2014,Male,48
EMU,2017,Total,46
EMU,2017,Female,41
EMU,2017,Male,51
EMU,2021,Total,48
EMU,2021,Female,48
EMU,2021,Male,49
HIC,2011,Total,14
HIC,2011,Female,12
HIC,2011,Male,16
HIC,2014,Total,52
HIC,2014,Female,51
HIC,2014,Male,53
HIC,2017,Total,55
HIC,2017,Female,53
HIC,2017,Male,57
HIC,2021,Total,56
HIC,2021,Female,55
HIC,2021,Male,56
LIC,2011,Total,4
LIC,2011,Female,4
LIC,2011,Male,5
LIC,2014,Total,5
LIC,2014,Female,5
LIC,2014,Male,6
LIC,2017,Total,8
LIC,2017,Female,7
LIC,2017,Male,9
LIC,2021,Total,9
LIC,2021,Female,8
LIC,2021,Male,10
LMC,2011,Total,9
LMC,2011,Female,8
LMC,2011,Male,9
LMC,2014,Total,11
LMC,2014,Female,9
LMC,2014,Male,12
LMC,2017,Total,10
LMC,2017,Female,9
LMC,2017,Male,11
LMC,2021,Total,12
LMC,2021,Female,11
LMC,2021,Male,12
UMC,2011,Total,8
UMC,2011,Female,7
UMC,2011,Male,9
UMC,2014,Total,22
UMC,2014,Female,20
UMC,2014,Male,24
UMC,2017,Total,22
UMC,2017,Female,19
UMC,2017,Male,24
UMC,2021,Total,35
UMC,2021,Female,33
UMC,2021,Male,37
MIC,2011,Total,8
MIC,2011,Female,8
MIC,2011,Male,9
MIC,2014,Total,16
MIC,2014,Female,14
MIC,2014,Male,18
MIC,2017,Total,16
MIC,2017,Female,14
MIC,2017,Male,17
MIC,2021,Total,22
MIC,2021,Female,21
MIC,2021,Male,24
LMY,2011,Total,8
LMY,2011,Female,8
LMY,2011,Male,9
LMY,2014,Total,16
LMY,2014,Female,14
LMY,2014,Male,17
LMY,2017,Total,15
LMY,2017,Female,13
LMY,2017,Male,17
LMY,2021,Total,22
LMY,2021,Female,20
LMY,2021,Male,23
EAP,2011,Total,9
EAP,2011,Female,8
EAP,2011,Male,9
EAP,2014,Total,19
EAP,2014,Female,18
EAP,2014,Male,21
EAP,2017,Total,21
EAP,2017,Female,19
EAP,2017,Male,23
EAP,2021,Total,33
EAP,2021,Female,32
EAP,2021,Male,33
ECA,2011,Total,8
ECA,2011,Female,7
ECA,2011,Male,8
ECA,2014,Total,22
ECA,2014,Female,20
ECA,2014,Male,25
ECA,2017,Total,24
ECA,2017,Female,22
ECA,2017,Male,27
ECA,2021,Total,28
ECA,2021,Female,25
ECA,2021,Male,32
LAC,2011,Total,8
LAC,2011,Female,7
LAC,2011,Male,8
LAC,2014,Total,25
LAC,2014,Female,22
LAC,2014,Male,28
LAC,2017,Total,21
LAC,2017,Female,18
LAC,2017,Male,24
LAC,2021,Total,30
LAC,2021,Female,24
LAC,2021,Male,35
MNA,2011,Total,12
MNA,2011,Female,11
MNA,2011,Male,13
MNA,2017,Total,10
MNA,2017,Female,8
MNA,2017,Male,11
MNA,2021,Total,11
MNA,2021,Female,9
MNA,2021,Male,13
SAS,2011,Total,9
SAS,2011,Female,8
SAS,2011,Male,9
SAS,2014,Total,9
SAS,2014,Female,6
SAS,2014,Male,11
SAS,2017,Total,8
SAS,2017,Female,6
SAS,2017,Male,9
SAS,2021,Total,11
SAS,2021,Female,10
SAS,2021,Male,12
SSA,2011,Total,5
SSA,2011,Female,4
SSA,2011,Male,5
SSA,2014,Total,7
SSA,2014,Female,7
SSA,2014,Male,8
SSA,2017,Total,8
SSA,2017,Female,7
SSA,2017,Male,10
SSA,2021,Total,10
SSA,2021,Female,9
SSA,2021,Male,11
